0.09;0.09
0.112;0.042
0.126;0.041
0.07;0.036
0.07;0.063
0.211;0.098
0.06;0.0466
0.029;0.014
0.544;0.447
0.15;0.1
0.12;0.05
0.207;0.051
0.175;0.045
0.024;0.036
0.04;0.0033
0.18;0.04
0.14;0.06
0.194;0.085
0.044;0.057
0.099;0.094
0.124;0.099
0.187;0.06
0.0707;0.048
0.037;0.066
0.125;0.087
0.051;0.006
0.098;0.159
0.095;0.088
0.052;0.048
0.247;0.129
0.1957;0.0717
0.31;0.33
0.12;0.05
0.51;0.25
0.046;0.072
0.053;0.014
0.07867;0.05003
0.06;0.03
0.0367;0.0627
0.28;0.12
0.0943;0.107
0.14;0.04
0.0793;0.0767
0.002;0
0.0314;0.019
0.049;0.045
0;0
0.013933;0.0448
0.07;0.007
0.04;0.04
0.084;0.038
0.08005;0.1114
0.2462;0.1404
0.04;0.02
0.16;0.07
0.15;0.16
0.31;0.14
